Column 1,item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
,GP-S2-6,Which organ is responsible for producing insulin?,Pancreas,Correct – beta cells in the islets of Langerhans secrete insulin.,Kidney,"Incorrect – involved in filtration and excretion, not hormone production.",Liver,Incorrect – stores glycogen and metabolizes insulin but does not produce it.,,,A,Insulin regulates blood glucose by facilitating cellular uptake; deficiency causes diabetes mellitus.,,MED,Medicine,Easy,,GP-F-I4,GP-F-T2
,GP-S2-7,A nurse reviews a patient’s lab results showing elevated white blood cells. What are their main function?,Transport oxygen,Incorrect – performed by red blood cells.,Fight infection,Correct – WBCs defend against pathogens.,Assist in clotting,"Incorrect – platelets aid hemostasis, not WBCs.",,,B,White blood cells protect the body via immune responses including phagocytosis and antibody production.,,MED,Medicine,Easy,,GP-F-I4,GP-F-T2
,GP-S2-8,At what angle should an intramuscular (IM) injection be administered?,90 degrees,Correct – ensures medication reaches deep muscle.,45 degrees,Incorrect – typical for subcutaneous injections.,15 degrees,Incorrect – used for intradermal injections.,,,A,IM injections at 90° penetrate muscle tissue effectively for absorption.,,FUND,Fundamentals,Easy,,GP-F-I4,GP-F-T2
,GP-S2-9,A malnourished child presents with bleeding gums and poor wound healing. Which vitamin deficiency is most likely?,Vitamin C (Scurvy),Correct – causes impaired collagen synthesis.,Vitamin D (Rickets),Incorrect – leads to bone deformities.,Vitamin B1 (Beriberi),Incorrect – causes neuropathy and heart failure.,,,A,"Vitamin C deficiency leads to scurvy, presenting with bleeding gums, poor healing, and bruising.",,NUTR,Nutrition,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-10,An outbreak of yellow fever is reported in a Ghanaian community. Which vector transmits this disease?,Aedes mosquito,Correct – primary vector for yellow fever.,Tsetse fly,Incorrect – transmits trypanosomiasis (sleeping sickness).,Housefly,"Incorrect – mechanical spread of diarrheal diseases, not yellow fever.",,,A,"Yellow fever is transmitted by Aedes aegypti, preventable through vaccination and vector control.",,PHN,Public/community health,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-11,A patient reports difficulty swallowing. What is the correct medical term for this condition?,Dysphagia,Correct – difficulty swallowing.,Dyspnea,Incorrect – difficulty breathing.,Dysuria,Incorrect – painful urination.,,,A,"Dysphagia may result from neurological disorders, obstruction, or muscular dysfunction.",,FUND,Fundamentals,Easy,,GP-F-I4,GP-F-T2
,GP-S2-12,Which body system is primarily affected in asthma?,Respiratory system,Correct – airway inflammation and bronchospasm.,Cardiovascular system,"Incorrect – may show secondary effects, but not primary.",Digestive system,Incorrect – unrelated to asthma pathophysiology.,,,A,"Asthma involves reversible airway narrowing, causing wheezing, coughing, and breathlessness.",,MED,Medicine,Easy,,GP-F-I4,GP-F-T2
,GP-S2-13,A patient’s respiratory rate is recorded as 30 breaths per minute. This condition is termed:,Tachypnea,Correct – abnormally rapid breathing.,Apnea,Incorrect – absence of breathing.,Bradypnea,Incorrect – abnormally slow breathing.,,,A,"Tachypnea is rapid respiration often seen in fever, hypoxia, or anxiety.",,FUND,Fundamentals,Easy,,GP-F-I4,GP-F-T2
,GP-S2-14,Which of the following does NOT sterilize equipment?,Autoclaving,Incorrect – high-pressure steam sterilizes effectively.,Freezing,Correct – preserves microorganisms but does not kill them.,Boiling,Incorrect – kills most pathogens though less effective than autoclaving.,,,B,Sterilization destroys all microbes; freezing only slows their activity without killing them.,,FUND,Fundamentals,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-15,Which organ is the body’s main site for detoxifying drugs and toxins?,Liver,Correct – metabolizes drugs via enzymatic processes.,Kidney,Incorrect – primarily excretes but does not metabolize toxins.,Lungs,Incorrect – expel gases but not systemic detox.,,,A,The liver detoxifies substances through biotransformation before excretion.,,MED,Medicine,Easy,,GP-F-I4,GP-F-T2
,GP-S2-16,A community nurse screens clients for obesity. The acronym BMI stands for:,Body Mass Index,Correct – weight in relation to height.,Blood Measurement Indicator,Incorrect – not a clinical term.,Body Muscle Index,Incorrect – not recognized in clinical practice.,,,A,"BMI is a quick screening tool for nutritional status, not a direct measure of body fat.",,PHN,Public/community health,Easy,,GP-F-I4,GP-F-T2
,GP-S2-17,A 60-year-old patient’s pulse is recorded at 52 beats per minute. What is this condition called?,Bradycardia,Correct – slow heart rate <60 bpm.,Tachycardia,Incorrect – fast heart rate >100 bpm.,Arrhythmia,"Incorrect – irregular rhythm, not necessarily slow.",,,A,"Bradycardia can be physiological (athletes) or pathological (heart block, medication effects).",,MED,Medicine,Easy,,GP-F-I4,GP-F-T2
,GP-S2-18,The average normal adult body temperature is:,36.5–37.5 °C,Correct – normal thermoregulation range.,35.0–36.0 °C,Incorrect – indicates hypothermia.,38.0–39.0 °C,Incorrect – indicates fever.,,,A,Average body temperature is 36.5–37.5 °C; persistent deviations indicate illness.,,FUND,Fundamentals,Easy,,GP-F-I4,GP-F-T2
,GP-S2-19,A nurse records a patient’s BP as 170/100 mmHg. How should this finding be described?,Hypertension,Correct – sustained high blood pressure.,Hypotension,Incorrect – low blood pressure.,Normal blood pressure,Incorrect – standard range ~120/80 mmHg.,,,A,"Hypertension is defined as persistently elevated BP ≥140/90 mmHg, a major risk factor for cardiovascular disease.",,MED,Medicine,Easy,,GP-F-I4,GP-F-T2
,GP-S2-20,A patient with right-sided heart failure presents with distended neck veins. What does this finding indicate?,Heart failure,Correct – venous congestion from impaired right heart function.,Dehydration,"Incorrect – causes flat, not distended, neck veins.",Anemia,"Incorrect – causes pallor and fatigue, not JVD.",,,A,"Jugular vein distension reflects increased central venous pressure, typically from right-sided heart failure.",,MED,Medicine,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-21,Which measure most effectively breaks the chain of infection at the “mode of transmission” link?,Timely antibiotic therapy,"Incorrect – acts on the pathogen, not the transmission pathway.",Hand hygiene before and after patient contact,Correct – interrupts transfer of microorganisms between patients and surfaces.,Vaccination of healthcare workers,"Incorrect – prevents susceptibility, but not daily transmission.",,,B,Transmission usually occurs via contaminated hands. Proper handwashing or alcohol rubs before and after patient contact directly breaks this link.,,FUND,Fundamentals,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-22,"A patient with persistent cough, night sweats, and weight loss is admitted. What is the nurse’s immediate action to reduce exposure risk?",Place in airborne isolation with respirator use (N95/FFP2),Correct – TB requires strict airborne precautions.,Start broad-spectrum antibiotics,Incorrect – requires medical prescription and doesn’t prevent spread.,Encourage deep breathing exercises at bedside,Incorrect – can increase aerosol spread without precautions.,,,A,Suspected pulmonary TB must be isolated in a negative-pressure room with appropriate respirator use to prevent airborne transmission.,,MED,Medicine,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-23,"During triage, which patient should be prioritized first?",Asthma patient talking in full sentences with SpO₂ 95%,"Incorrect – currently stable, not immediately life-threatening.",Trauma patient with uncontrolled external bleeding,Correct – uncontrolled hemorrhage is an immediate threat to life.,Elderly patient with BP 160/90 and mild headache,Incorrect – elevated BP is urgent but not immediately life-threatening.,,,B,The ABC principle prioritizes circulation compromise. Uncontrolled bleeding can cause rapid death if not addressed first.,,FUND,Fundamentals,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-24,"A postoperative client reports a sudden “pop” at the abdominal incision, and bowel loops are visible. What is the nurse’s first action?",Reinsert the organs with sterile gloves,Incorrect – never attempt to push viscera back.,"Cover with sterile, saline-moistened dressings and call surgeon",Correct – protects tissues until surgical intervention.,Sit the client upright,Incorrect – increases intra-abdominal pressure and worsens evisceration.,,,B,Abdominal evisceration is a surgical emergency. The nurse must keep tissues moist and protected while awaiting urgent surgical repair.,,SURG,Surgery,Hard,,GP-F-I4,GP-F-T2
,GP-S2-25,Which documentation entry best reflects accurate nursing practice?,“Patient difficult and non-compliant.”,"Incorrect – judgmental, lacks objectivity.","“Patient states, ‘I feel dizzy.’ BP 88/56 mmHg; assisted to bed; IV fluids commenced as prescribed.”","Correct – objective, complete, and includes interventions.",“Seems unwell; probably dehydrated.”,Incorrect – vague and speculative.,,,B,"Good documentation is factual, precise, and includes both subjective and objective data plus nursing actions.",,FUND,Fundamentals,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-26,A client with diabetic ketoacidosis (DKA) most likely presents with:,Bradycardia and constricted pupils,Incorrect – suggests opioid toxicity.,Hyperventilation with fruity breath and dehydration,Correct – classic features of metabolic acidosis with ketone buildup.,Sudden unilateral weakness and facial droop,"Incorrect – suggests stroke, not DKA.",,,B,"DKA is characterized by Kussmaul respirations, acetone breath, dehydration, and altered mental state due to hyperglycemia.",,MED,Medicine,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-27,The safest intramuscular injection site in infants under 12 months is:,Deltoid,Incorrect – muscle mass insufficient.,Vastus lateralis (anterolateral thigh),Correct – well developed and avoids major nerves/vessels.,Dorsogluteal,Incorrect – high risk of sciatic nerve injury.,,,B,The vastus lateralis is the recommended site for IM injections in infants due to safety and adequate muscle development.,,PEDS,Paediatrics,Easy,,GP-F-I4,GP-F-T2
,GP-S2-28,Which bedside finding is the earliest sensitive indicator of postpartum hemorrhage (PPH)?,Falling hemoglobin on next-day labs,Incorrect – lab changes appear late.,Increasing pulse and pallor with heavy lochia/clots,Correct – clinical signs precede lab results.,Elevated blood pressure,Incorrect – BP often remains stable until severe blood loss.,,,B,"Early recognition of PPH depends on observing tachycardia, pallor, and excessive bleeding before hypotension develops.",,MID,Midwifery,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-29,Which wound is best classified as “clean-contaminated”?,Elective colon surgery with controlled bowel entry,Correct – involves entry into a hollow viscus without gross contamination.,Sterile hernia repair with no viscera entry,Incorrect – classified as clean.,Traumatic laceration in a muddy field,Incorrect – classified as contaminated/dirty.,,,A,"Wound classification depends on surgical site and contamination risk. Clean-contaminated wounds involve controlled entry into the GI, GU, or respiratory tract.",,SURG,Surgery,Hard,,GP-F-I4,GP-F-T2
,GP-S2-30,A COPD patient has chronic CO₂ retention. What should the nurse expect?,Reliance on hypoxic drive; titrate oxygen to 88–92%,Correct – excessive oxygen can worsen CO₂ retention.,High-flow oxygen to reach 100% saturation,Incorrect – may cause CO₂ narcosis.,Avoid oxygen entirely,Incorrect – risks worsening hypoxemia.,,,A,Controlled O₂ therapy prevents hypoxemia while avoiding hypercapnia in CO₂ retainers.,,MED,Medicine,Hard,,GP-F-I4,GP-F-T2
,GP-S2-31,"A nurse is caring for a client in active labor whose membranes have just ruptured. Upon examination, the nurse notes a prolapsed umbilical cord. What is the nurse's immediate priority action?",Place mother in knee-chest or Trendelenburg and relieve cord pressure manually,Correct – reduces compression until delivery.,Encourage bearing down to speed delivery,Incorrect – increases cord compression.,Apply fundal pressure,Incorrect – worsens fetal compromise.,,,A,"Manual elevation with a sterile gloved hand directly relieves pressure on the prolapsed cord, preventing compression of umbilical vessels and restoring blood flow to the fetus, which is critical to avoid immediate hypoxia and bradycardia in this obstetric emergency. Relieving pressure and urgent delivery are life-saving.",,MID,Midwifery,Hard,,GP-F-I4,GP-F-T2
,GP-S2-32,Which nurse–patient interaction demonstrates therapeutic communication with an anxious client?,“Calm down; there’s nothing to worry about.”,Incorrect – dismisses feelings.,“Tell me more about what you’re feeling right now.”,Correct – encourages expression and builds trust.,"“If you’d followed instructions, you wouldn’t be here.”",Incorrect – judgmental and unhelpful.,,,B,"Therapeutic communication validates feelings, encourages dialogue, and supports patient coping.",,MHN,Mental Health,Easy,,GP-F-I4,GP-F-T2
,GP-S2-33,Which vaccine requires strict cold chain storage at +2 to +8 °C?,Measles-rubella vaccine,Correct – requires refrigeration to maintain potency.,Oral rehydration salts,Incorrect – stable at room temperature.,Zinc tablets,Incorrect – also stable at room temperature.,,,A,"Most EPI vaccines, including measles, require cold chain preservation to remain effective.",,PHN,Public/community health,Moderate,,GP-F-I4,GP-F-T2
,GP-S2-34,"After chest tube insertion for pneumothorax, which finding requires urgent review?",Intermittent bubbling in the water seal with coughing,Incorrect – expected finding.,Sudden cessation of bubbling with rising respiratory distress,Correct – suggests blockage or tube dislodgement.,Continuous bubbling in suction chamber,Incorrect – may be normal depending on suction settings.,,,B,"Blockage or displacement of the chest tube can cause recurrence of pneumothorax, requiring urgent intervention.",,SURG,Surgery,Hard,,GP-F-I4,GP-F-T2
